IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Syrian Arab Republic,,SYP,30/04/2014,148.05,Trading Economics
Official,Syrian Arab Republic,,SYP,01/05/2014,148,Trading Economics
Official,Syrian Arab Republic,,SYP,02/05/2014,147.95,Trading Economics
Official,Syrian Arab Republic,,SYP,05/05/2014,148.1,Trading Economics
Official,Syrian Arab Republic,,SYP,06/05/2014,148.05,Trading Economics
Official,Syrian Arab Republic,,SYP,07/05/2014,148.05,Trading Economics
Official,Syrian Arab Republic,,SYP,08/05/2014,148.15,Trading Economics
Official,Syrian Arab Republic,,SYP,09/05/2014,148.1,Trading Economics
Official,Syrian Arab Republic,,SYP,12/05/2014,148,Trading Economics
Official,Syrian Arab Republic,,SYP,13/05/2014,147.9,Trading Economics
Official,Syrian Arab Republic,,SYP,14/05/2014,147.88,Trading Economics
Official,Syrian Arab Republic,,SYP,15/05/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,16/05/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,19/05/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,20/05/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,21/05/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,22/05/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,23/05/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,26/05/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,27/05/2014,148.95,Trading Economics
Official,Syrian Arab Republic,,SYP,28/05/2014,148.85,Trading Economics
Official,Syrian Arab Republic,,SYP,29/05/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,30/05/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,02/06/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,03/06/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,04/06/2014,148.9,Trading Economics
Official,Syrian Arab Republic,,SYP,05/06/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,06/06/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,09/06/2014,148.9,Trading Economics
Official,Syrian Arab Republic,,SYP,10/06/2014,148.8,Trading Economics
Official,Syrian Arab Republic,,SYP,11/06/2014,148.7,Trading Economics
Official,Syrian Arab Republic,,SYP,12/06/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,13/06/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,16/06/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,17/06/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,18/06/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,19/06/2014,148.9,Trading Economics
Official,Syrian Arab Republic,,SYP,20/06/2014,148.85,Trading Economics
Official,Syrian Arab Republic,,SYP,23/06/2014,149.2,Trading Economics
Official,Syrian Arab Republic,,SYP,24/06/2014,149.35,Trading Economics
Official,Syrian Arab Republic,,SYP,25/06/2014,149.35,Trading Economics
Official,Syrian Arab Republic,,SYP,26/06/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,27/06/2014,149.35,Trading Economics
Official,Syrian Arab Republic,,SYP,30/06/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,01/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,02/07/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,03/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,04/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,07/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,08/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,09/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,10/07/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,11/07/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,14/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,15/07/2014,149.55,Trading Economics
Official,Syrian Arab Republic,,SYP,16/07/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,17/07/2014,149.5,Trading Economics
Official,Syrian Arab Republic,,SYP,18/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,21/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,22/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,23/07/2014,149.48,Trading Economics
Official,Syrian Arab Republic,,SYP,24/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,25/07/2014,149.45,Trading Economics
Official,Syrian Arab Republic,,SYP,28/07/2014,149.4,Trading Economics
Official,Syrian Arab Republic,,SYP,29/07/2014,149.3,Trading Economics
Official,Syrian Arab Republic,,SYP,30/07/2014,149.3,Trading Economics
Official,Syrian Arab Republic,,SYP,31/07/2014,149.25,Trading Economics
Official,Syrian Arab Republic,,SYP,01/08/2014,149.2,Trading Economics
Official,Syrian Arab Republic,,SYP,04/08/2014,149.1,Trading Economics
Official,Syrian Arab Republic,,SYP,05/08/2014,149.05,Trading Economics
Official,Syrian Arab Republic,,SYP,06/08/2014,149,Trading Economics
Official,Syrian Arab Republic,,SYP,07/08/2014,148.95,Trading Economics
Official,Syrian Arab Republic,,SYP,08/08/2014,148.9,Trading Economics
Official,Syrian Arab Republic,,SYP,11/08/2014,150.6,Trading Economics
Official,Syrian Arab Republic,,SYP,12/08/2014,150.95,Trading Economics
Official,Syrian Arab Republic,,SYP,13/08/2014,150.88,Trading Economics
Official,Syrian Arab Republic,,SYP,14/08/2014,151.05,Trading Economics
Official,Syrian Arab Republic,,SYP,15/08/2014,151.05,Trading Economics
Official,Syrian Arab Republic,,SYP,18/08/2014,151.05,Trading Economics
Official,Syrian Arab Republic,,SYP,19/08/2014,151.55,Trading Economics
Official,Syrian Arab Republic,,SYP,20/08/2014,152.2,Trading Economics
Official,Syrian Arab Republic,,SYP,21/08/2014,152.85,Trading Economics
Official,Syrian Arab Republic,,SYP,22/08/2014,152.75,Trading Economics
Official,Syrian Arab Republic,,SYP,25/08/2014,152.75,Trading Economics
Official,Syrian Arab Republic,,SYP,26/08/2014,152.6,Trading Economics
Official,Syrian Arab Republic,,SYP,27/08/2014,153.35,Trading Economics
Official,Syrian Arab Republic,,SYP,28/08/2014,153.35,Trading Economics
Official,Syrian Arab Republic,,SYP,29/08/2014,153.35,Trading Economics
Official,Syrian Arab Republic,,SYP,01/09/2014,153.95,Trading Economics
Official,Syrian Arab Republic,,SYP,02/09/2014,154,Trading Economics
Official,Syrian Arab Republic,,SYP,03/09/2014,154,Trading Economics
Official,Syrian Arab Republic,,SYP,04/09/2014,154,Trading Economics
Official,Syrian Arab Republic,,SYP,05/09/2014,153.95,Trading Economics
Official,Syrian Arab Republic,,SYP,08/09/2014,153.8,Trading Economics
Official,Syrian Arab Republic,,SYP,09/09/2014,156.35,Trading Economics
Official,Syrian Arab Republic,,SYP,10/09/2014,156.3,Trading Economics
Official,Syrian Arab Republic,,SYP,11/09/2014,156.5,Trading Economics
Official,Syrian Arab Republic,,SYP,12/09/2014,156.4,Trading Economics
Official,Syrian Arab Republic,,SYP,15/09/2014,157.15,Trading Economics
Official,Syrian Arab Republic,,SYP,16/09/2014,157.35,Trading Economics
Official,Syrian Arab Republic,,SYP,17/09/2014,157.35,Trading Economics
Official,Syrian Arab Republic,,SYP,18/09/2014,157.3,Trading Economics
Official,Syrian Arab Republic,,SYP,19/09/2014,157.2,Trading Economics
Official,Syrian Arab Republic,,SYP,22/09/2014,158.75,Trading Economics
Official,Syrian Arab Republic,,SYP,23/09/2014,158.65,Trading Economics
Official,Syrian Arab Republic,,SYP,24/09/2014,158.95,Trading Economics
Official,Syrian Arab Republic,,SYP,25/09/2014,160,Trading Economics
Official,Syrian Arab Republic,,SYP,26/09/2014,159.9,Trading Economics
Official,Syrian Arab Republic,,SYP,29/09/2014,159.8,Trading Economics
Official,Syrian Arab Republic,,SYP,30/09/2014,159.7,Trading Economics
Official,Syrian Arab Republic,,SYP,01/10/2014,161.55,Trading Economics
Official,Syrian Arab Republic,,SYP,02/10/2014,161.45,Trading Economics
Official,Syrian Arab Republic,,SYP,03/10/2014,161.35,Trading Economics
Official,Syrian Arab Republic,,SYP,06/10/2014,161.35,Trading Economics
Official,Syrian Arab Republic,,SYP,07/10/2014,161.25,Trading Economics
Official,Syrian Arab Republic,,SYP,08/10/2014,161.25,Trading Economics
Official,Syrian Arab Republic,,SYP,09/10/2014,161.2,Trading Economics
Official,Syrian Arab Republic,,SYP,10/10/2014,161.2,Trading Economics
Official,Syrian Arab Republic,,SYP,13/10/2014,161.9,Trading Economics
Official,Syrian Arab Republic,,SYP,14/10/2014,161.9,Trading Economics
Official,Syrian Arab Republic,,SYP,15/10/2014,162.5,Trading Economics
Official,Syrian Arab Republic,,SYP,16/10/2014,162.4,Trading Economics
Official,Syrian Arab Republic,,SYP,17/10/2014,162.15,Trading Economics
Official,Syrian Arab Republic,,SYP,20/10/2014,162.75,Trading Economics
Official,Syrian Arab Republic,,SYP,21/10/2014,162.75,Trading Economics
Official,Syrian Arab Republic,,SYP,22/10/2014,162.65,Trading Economics
Official,Syrian Arab Republic,,SYP,23/10/2014,163.85,Trading Economics
Official,Syrian Arab Republic,,SYP,24/10/2014,163.85,Trading Economics
Official,Syrian Arab Republic,,SYP,27/10/2014,162.65,Trading Economics
Official,Syrian Arab Republic,,SYP,28/10/2014,163.8,Trading Economics
Official,Syrian Arab Republic,,SYP,29/10/2014,163.7,Trading Economics
Official,Syrian Arab Republic,,SYP,30/10/2014,164.7,Trading Economics
Official,Syrian Arab Republic,,SYP,31/10/2014,164.65,Trading Economics
Official,Syrian Arab Republic,,SYP,03/11/2014,164.55,Trading Economics
Official,Syrian Arab Republic,,SYP,04/11/2014,164.5,Trading Economics
Official,Syrian Arab Republic,,SYP,05/11/2014,166.55,Trading Economics
Official,Syrian Arab Republic,,SYP,06/11/2014,166.95,Trading Economics
Official,Syrian Arab Republic,,SYP,07/11/2014,166.8,Trading Economics
Official,Syrian Arab Republic,,SYP,10/11/2014,166.7,Trading Economics
Official,Syrian Arab Republic,,SYP,11/11/2014,168.6,Trading Economics
Official,Syrian Arab Republic,,SYP,12/11/2014,168.7,Trading Economics
Official,Syrian Arab Republic,,SYP,13/11/2014,168.55,Trading Economics
Official,Syrian Arab Republic,,SYP,14/11/2014,168.45,Trading Economics
Official,Syrian Arab Republic,,SYP,17/11/2014,168.4,Trading Economics
Official,Syrian Arab Republic,,SYP,18/11/2014,170.4,Trading Economics
Official,Syrian Arab Republic,,SYP,19/11/2014,170.55,Trading Economics
Official,Syrian Arab Republic,,SYP,20/11/2014,170.5,Trading Economics
Official,Syrian Arab Republic,,SYP,21/11/2014,170.4,Trading Economics
Official,Syrian Arab Republic,,SYP,24/11/2014,170.35,Trading Economics
Official,Syrian Arab Republic,,SYP,25/11/2014,170.25,Trading Economics
Official,Syrian Arab Republic,,SYP,26/11/2014,170.25,Trading Economics
Official,Syrian Arab Republic,,SYP,27/11/2014,170.25,Trading Economics
Official,Syrian Arab Republic,,SYP,28/11/2014,170.2,Trading Economics
Official,Syrian Arab Republic,,SYP,01/12/2014,174,Trading Economics
Official,Syrian Arab Republic,,SYP,02/12/2014,173.95,Trading Economics
Official,Syrian Arab Republic,,SYP,03/12/2014,173.9,Trading Economics
Official,Syrian Arab Republic,,SYP,04/12/2014,173.75,Trading Economics
Official,Syrian Arab Republic,,SYP,05/12/2014,173.7,Trading Economics
Official,Syrian Arab Republic,,SYP,08/12/2014,173.65,Trading Economics
Official,Syrian Arab Republic,,SYP,09/12/2014,176.25,Trading Economics
Official,Syrian Arab Republic,,SYP,10/12/2014,176.05,Trading Economics
Official,Syrian Arab Republic,,SYP,11/12/2014,175.9,Trading Economics
Official,Syrian Arab Republic,,SYP,12/12/2014,175.85,Trading Economics
Official,Syrian Arab Republic,,SYP,15/12/2014,175.7,Trading Economics
Official,Syrian Arab Republic,,SYP,16/12/2014,175.55,Trading Economics
Official,Syrian Arab Republic,,SYP,17/12/2014,175.5,Trading Economics
Official,Syrian Arab Republic,,SYP,18/12/2014,177.2,Trading Economics
Official,Syrian Arab Republic,,SYP,19/12/2014,177.1,Trading Economics
Official,Syrian Arab Republic,,SYP,22/12/2014,178.2,Trading Economics
Official,Syrian Arab Republic,,SYP,23/12/2014,178.1,Trading Economics
Official,Syrian Arab Republic,,SYP,24/12/2014,178.05,Trading Economics
Official,Syrian Arab Republic,,SYP,25/12/2014,178.05,Trading Economics
Official,Syrian Arab Republic,,SYP,26/12/2014,178,Trading Economics
Official,Syrian Arab Republic,,SYP,29/12/2014,179.3,Trading Economics
Official,Syrian Arab Republic,,SYP,30/12/2014,179.2,Trading Economics
Official,Syrian Arab Republic,,SYP,31/12/2014,179.2,Trading Economics
Official,Syrian Arab Republic,,SYP,01/01/2015,179.2,Trading Economics
Official,Syrian Arab Republic,,SYP,02/01/2015,179.1,Trading Economics
Official,Syrian Arab Republic,,SYP,05/01/2015,180.8,Trading Economics
Official,Syrian Arab Republic,,SYP,06/01/2015,181.05,Trading Economics
Official,Syrian Arab Republic,,SYP,07/01/2015,180.7,Trading Economics
Official,Syrian Arab Republic,,SYP,08/01/2015,180.6,Trading Economics
Official,Syrian Arab Republic,,SYP,09/01/2015,180.55,Trading Economics
Official,Syrian Arab Republic,,SYP,12/01/2015,181.25,Trading Economics
Official,Syrian Arab Republic,,SYP,13/01/2015,181.3,Trading Economics
Official,Syrian Arab Republic,,SYP,14/01/2015,181.25,Trading Economics
Official,Syrian Arab Republic,,SYP,15/01/2015,182.85,Trading Economics
Official,Syrian Arab Republic,,SYP,16/01/2015,182.75,Trading Economics
Official,Syrian Arab Republic,,SYP,19/01/2015,182.75,Trading Economics
Official,Syrian Arab Republic,,SYP,20/01/2015,182.7,Trading Economics
Official,Syrian Arab Republic,,SYP,21/01/2015,185.15,Trading Economics
Official,Syrian Arab Republic,,SYP,22/01/2015,182.5,Trading Economics
Official,Syrian Arab Republic,,SYP,23/01/2015,182.55,Trading Economics
Official,Syrian Arab Republic,,SYP,26/01/2015,188.8,Trading Economics
Official,Syrian Arab Republic,,SYP,27/01/2015,188.8,Trading Economics
Official,Syrian Arab Republic,,SYP,28/01/2015,189.1,Trading Economics
Official,Syrian Arab Republic,,SYP,29/01/2015,188.9,Trading Economics
Official,Syrian Arab Republic,,SYP,30/01/2015,188.95,Trading Economics
Official,Syrian Arab Republic,,SYP,02/02/2015,194.65,Trading Economics
Official,Syrian Arab Republic,,SYP,03/02/2015,197.65,Trading Economics
Official,Syrian Arab Republic,,SYP,04/02/2015,198.65,Trading Economics
Official,Syrian Arab Republic,,SYP,05/02/2015,199.25,Trading Economics
Official,Syrian Arab Republic,,SYP,06/02/2015,199.25,Trading Economics
Official,Syrian Arab Republic,,SYP,09/02/2015,199.15,Trading Economics
Official,Syrian Arab Republic,,SYP,10/02/2015,199.15,Trading Economics
Official,Syrian Arab Republic,,SYP,11/02/2015,201.65,Trading Economics
Official,Syrian Arab Republic,,SYP,12/02/2015,202.2,Trading Economics
Official,Syrian Arab Republic,,SYP,13/02/2015,202.1,Trading Economics
Official,Syrian Arab Republic,,SYP,16/02/2015,201.85,Trading Economics
Official,Syrian Arab Republic,,SYP,17/02/2015,202.75,Trading Economics
Official,Syrian Arab Republic,,SYP,18/02/2015,202.75,Trading Economics
Official,Syrian Arab Republic,,SYP,19/02/2015,202.75,Trading Economics
Official,Syrian Arab Republic,,SYP,20/02/2015,202.75,Trading Economics
Official,Syrian Arab Republic,,SYP,23/02/2015,202.8,Trading Economics
Official,Syrian Arab Republic,,SYP,24/02/2015,202.75,Trading Economics
Official,Syrian Arab Republic,,SYP,25/02/2015,203.65,Trading Economics
Official,Syrian Arab Republic,,SYP,26/02/2015,203.6,Trading Economics
Official,Syrian Arab Republic,,SYP,27/02/2015,203.5,Trading Economics
Official,Syrian Arab Republic,,SYP,02/03/2015,203.7,Trading Economics
Official,Syrian Arab Republic,,SYP,03/03/2015,203.65,Trading Economics
Official,Syrian Arab Republic,,SYP,04/03/2015,203.65,Trading Economics
Official,Syrian Arab Republic,,SYP,05/03/2015,206.6,Trading Economics
Official,Syrian Arab Republic,,SYP,06/03/2015,206.55,Trading Economics
Official,Syrian Arab Republic,,SYP,09/03/2015,207.55,Trading Economics
Official,Syrian Arab Republic,,SYP,10/03/2015,207.5,Trading Economics
Official,Syrian Arab Republic,,SYP,11/03/2015,207.45,Trading Economics
Official,Syrian Arab Republic,,SYP,12/03/2015,210.5,Trading Economics
Official,Syrian Arab Republic,,SYP,13/03/2015,210.45,Trading Economics
Official,Syrian Arab Republic,,SYP,16/03/2015,211.55,Trading Economics
Official,Syrian Arab Republic,,SYP,17/03/2015,211.55,Trading Economics
Official,Syrian Arab Republic,,SYP,18/03/2015,211.55,Trading Economics
Official,Syrian Arab Republic,,SYP,19/03/2015,211.3,Trading Economics
Official,Syrian Arab Republic,,SYP,20/03/2015,211.25,Trading Economics
Official,Syrian Arab Republic,,SYP,23/03/2015,211.5,Trading Economics
Official,Syrian Arab Republic,,SYP,24/03/2015,211.5,Trading Economics
Official,Syrian Arab Republic,,SYP,25/03/2015,211.55,Trading Economics
Official,Syrian Arab Republic,,SYP,26/03/2015,211.5,Trading Economics
Official,Syrian Arab Republic,,SYP,27/03/2015,211.3,Trading Economics
Official,Syrian Arab Republic,,SYP,30/03/2015,211.55,Trading Economics
Official,Syrian Arab Republic,,SYP,31/03/2015,211.4,Trading Economics
Official,Syrian Arab Republic,,SYP,01/04/2015,211.35,Trading Economics
Official,Syrian Arab Republic,,SYP,02/04/2015,211.3,Trading Economics
Official,Syrian Arab Republic,,SYP,03/04/2015,211.25,Trading Economics
Official,Syrian Arab Republic,,SYP,06/04/2015,211.15,Trading Economics
Official,Syrian Arab Republic,,SYP,07/04/2015,211.05,Trading Economics
Official,Syrian Arab Republic,,SYP,08/04/2015,211,Trading Economics
Official,Syrian Arab Republic,,SYP,09/04/2015,210,Trading Economics
Official,Syrian Arab Republic,,SYP,10/04/2015,211,Trading Economics
Official,Syrian Arab Republic,,SYP,13/04/2015,211,Trading Economics
Official,Syrian Arab Republic,,SYP,14/04/2015,214.6,Trading Economics
Official,Syrian Arab Republic,,SYP,15/04/2015,214.55,Trading Economics
Official,Syrian Arab Republic,,SYP,16/04/2015,214.5,Trading Economics
Official,Syrian Arab Republic,,SYP,17/04/2015,214.45,Trading Economics
Official,Syrian Arab Republic,,SYP,20/04/2015,216.55,Trading Economics
Official,Syrian Arab Republic,,SYP,21/04/2015,214.55,Trading Economics
Official,Syrian Arab Republic,,SYP,22/04/2015,214.55,Trading Economics
Official,Syrian Arab Republic,,SYP,23/04/2015,214.45,Trading Economics
Official,Syrian Arab Republic,,SYP,24/04/2015,214.35,Trading Economics
Official,Syrian Arab Republic,,SYP,27/04/2015,220.05,Trading Economics
Official,Syrian Arab Republic,,SYP,28/04/2015,220,Trading Economics
Official,Syrian Arab Republic,,SYP,29/04/2015,219.9,Trading Economics
Official,Syrian Arab Republic,,SYP,30/04/2015,219.8,Trading Economics
Official,Syrian Arab Republic,,SYP,01/05/2015,219.75,Trading Economics
Official,Syrian Arab Republic,,SYP,04/05/2015,217.65,Trading Economics
Official,Syrian Arab Republic,,SYP,05/05/2015,217.7,Trading Economics
Official,Syrian Arab Republic,,SYP,06/05/2015,217.65,Trading Economics
Official,Syrian Arab Republic,,SYP,07/05/2015,217.6,Trading Economics
Official,Syrian Arab Republic,,SYP,08/05/2015,217.5,Trading Economics
Official,Syrian Arab Republic,,SYP,11/05/2015,217.4,Trading Economics
Official,Syrian Arab Republic,,SYP,12/05/2015,217.35,Trading Economics
Official,Syrian Arab Republic,,SYP,13/05/2015,217.3,Trading Economics
Official,Syrian Arab Republic,,SYP,14/05/2015,217.2,Trading Economics
Official,Syrian Arab Republic,,SYP,15/05/2015,217.1,Trading Economics
Official,Syrian Arab Republic,,SYP,18/05/2015,217,Trading Economics
Official,Syrian Arab Republic,,SYP,19/05/2015,217,Trading Economics
Official,Syrian Arab Republic,,SYP,20/05/2015,217,Trading Economics
Official,Syrian Arab Republic,,SYP,21/05/2015,216.95,Trading Economics
Official,Syrian Arab Republic,,SYP,22/05/2015,216.85,Trading Economics
Official,Syrian Arab Republic,,SYP,25/05/2015,216.85,Trading Economics
Official,Syrian Arab Republic,,SYP,26/05/2015,216.75,Trading Economics
Official,Syrian Arab Republic,,SYP,27/05/2015,216.7,Trading Economics
Official,Syrian Arab Republic,,SYP,28/05/2015,216.55,Trading Economics
Official,Syrian Arab Republic,,SYP,29/05/2015,216.45,Trading Economics
Official,Syrian Arab Republic,,SYP,01/06/2015,216.35,Trading Economics
Official,Syrian Arab Republic,,SYP,02/06/2015,216.25,Trading Economics
Official,Syrian Arab Republic,,SYP,03/06/2015,216.58,Trading Economics
Official,Syrian Arab Republic,,SYP,04/06/2015,216.5,Trading Economics
Official,Syrian Arab Republic,,SYP,05/06/2015,216.75,Trading Economics
Official,Syrian Arab Republic,,SYP,08/06/2015,216.65,Trading Economics
Official,Syrian Arab Republic,,SYP,09/06/2015,216.55,Trading Economics
Official,Syrian Arab Republic,,SYP,10/06/2015,216.86,Trading Economics
Official,Syrian Arab Republic,,SYP,11/06/2015,216.75,Trading Economics
Official,Syrian Arab Republic,,SYP,12/06/2015,217.1,Trading Economics
Official,Syrian Arab Republic,,SYP,15/06/2015,217,Trading Economics
Official,Syrian Arab Republic,,SYP,16/06/2015,217.3,Trading Economics
Official,Syrian Arab Republic,,SYP,17/06/2015,217.58,Trading Economics
Official,Syrian Arab Republic,,SYP,18/06/2015,217.45,Trading Economics
Official,Syrian Arab Republic,,SYP,19/06/2015,217.4,Trading Economics
Official,Syrian Arab Republic,,SYP,22/06/2015,217.71,Trading Economics
Official,Syrian Arab Republic,,SYP,23/06/2015,217.92,Trading Economics
Official,Syrian Arab Republic,,SYP,24/06/2015,217.56,Trading Economics
Official,Syrian Arab Republic,,SYP,25/06/2015,217.5,Trading Economics
Official,Syrian Arab Republic,,SYP,26/06/2015,217.4,Trading Economics
Official,Syrian Arab Republic,,SYP,29/06/2015,217.35,Trading Economics
Official,Syrian Arab Republic,,SYP,30/06/2015,217.7,Trading Economics
Official,Syrian Arab Republic,,SYP,01/07/2015,217.65,Trading Economics
Official,Syrian Arab Republic,,SYP,02/07/2015,217.6,Trading Economics
Official,Syrian Arab Republic,,SYP,03/07/2015,217.55,Trading Economics
Official,Syrian Arab Republic,,SYP,06/07/2015,217.86,Trading Economics
Official,Syrian Arab Republic,,SYP,07/07/2015,217.8,Trading Economics
Official,Syrian Arab Republic,,SYP,08/07/2015,218.1,Trading Economics
Official,Syrian Arab Republic,,SYP,09/07/2015,218,Trading Economics
Official,Syrian Arab Republic,,SYP,10/07/2015,218,Trading Economics
Official,Syrian Arab Republic,,SYP,13/07/2015,218.2,Trading Economics
Official,Syrian Arab Republic,,SYP,14/07/2015,218.25,Trading Economics
Official,Syrian Arab Republic,,SYP,15/07/2015,218.45,Trading Economics
Official,Syrian Arab Republic,,SYP,16/07/2015,218.4,Trading Economics
Official,Syrian Arab Republic,,SYP,17/07/2015,218.3,Trading Economics
Official,Syrian Arab Republic,,SYP,20/07/2015,218.22,Trading Economics
Official,Syrian Arab Republic,,SYP,21/07/2015,218.55,Trading Economics
Official,Syrian Arab Republic,,SYP,22/07/2015,218.45,Trading Economics
Official,Syrian Arab Republic,,SYP,23/07/2015,218.73,Trading Economics
Official,Syrian Arab Republic,,SYP,24/07/2015,218.7,Trading Economics
Official,Syrian Arab Republic,,SYP,27/07/2015,218.68,Trading Economics
Official,Syrian Arab Republic,,SYP,28/07/2015,218.6,Trading Economics
Official,Syrian Arab Republic,,SYP,29/07/2015,218.9,Trading Economics
Official,Syrian Arab Republic,,SYP,30/07/2015,215.45,Trading Economics
Official,Syrian Arab Republic,,SYP,31/07/2015,218.9,Trading Economics
Official,Syrian Arab Republic,,SYP,03/08/2015,218.8,Trading Economics
Official,Syrian Arab Republic,,SYP,04/08/2015,219.1,Trading Economics
Official,Syrian Arab Republic,,SYP,05/08/2015,219.05,Trading Economics
Official,Syrian Arab Republic,,SYP,06/08/2015,219.3,Trading Economics
Official,Syrian Arab Republic,,SYP,07/08/2015,219.25,Trading Economics
Official,Syrian Arab Republic,,SYP,10/08/2015,219.2,Trading Economics
Official,Syrian Arab Republic,,SYP,11/08/2015,219.52,Trading Economics
Official,Syrian Arab Republic,,SYP,12/08/2015,219.4,Trading Economics
Official,Syrian Arab Republic,,SYP,13/08/2015,219.3,Trading Economics
Official,Syrian Arab Republic,,SYP,14/08/2015,219.65,Trading Economics
Official,Syrian Arab Republic,,SYP,17/08/2015,219.55,Trading Economics
Official,Syrian Arab Republic,,SYP,18/08/2015,219.5,Trading Economics
Official,Syrian Arab Republic,,SYP,19/08/2015,219.8,Trading Economics
Official,Syrian Arab Republic,,SYP,20/08/2015,220.08,Trading Economics
Official,Syrian Arab Republic,,SYP,21/08/2015,220,Trading Economics
Official,Syrian Arab Republic,,SYP,24/08/2015,220.05,Trading Economics
Official,Syrian Arab Republic,,SYP,25/08/2015,220,Trading Economics
Official,Syrian Arab Republic,,SYP,26/08/2015,219.95,Trading Economics
Official,Syrian Arab Republic,,SYP,27/08/2015,219.95,Trading Economics
Official,Syrian Arab Republic,,SYP,28/08/2015,219.85,Trading Economics
Official,Syrian Arab Republic,,SYP,31/08/2015,219.75,Trading Economics
Official,Syrian Arab Republic,,SYP,01/09/2015,219.65,Trading Economics
Official,Syrian Arab Republic,,SYP,02/09/2015,219.6,Trading Economics
Official,Syrian Arab Republic,,SYP,03/09/2015,219.55,Trading Economics
Official,Syrian Arab Republic,,SYP,04/09/2015,219.5,Trading Economics
Official,Syrian Arab Republic,,SYP,07/09/2015,219.45,Trading Economics
Official,Syrian Arab Republic,,SYP,08/09/2015,220.13,Trading Economics
Official,Syrian Arab Republic,,SYP,09/09/2015,220.05,Trading Economics
Official,Syrian Arab Republic,,SYP,10/09/2015,220.35,Trading Economics
Official,Syrian Arab Republic,,SYP,11/09/2015,220.3,Trading Economics
Official,Syrian Arab Republic,,SYP,14/09/2015,219.97,Trading Economics
Official,Syrian Arab Republic,,SYP,15/09/2015,220.88,Trading Economics
Official,Syrian Arab Republic,,SYP,16/09/2015,220.45,Trading Economics
Official,Syrian Arab Republic,,SYP,17/09/2015,220.35,Trading Economics
Official,Syrian Arab Republic,,SYP,18/09/2015,220.4,Trading Economics
Official,Syrian Arab Republic,,SYP,21/09/2015,220.3,Trading Economics
Official,Syrian Arab Republic,,SYP,22/09/2015,220.55,Trading Economics
Official,Syrian Arab Republic,,SYP,23/09/2015,220.84,Trading Economics
Official,Syrian Arab Republic,,SYP,24/09/2015,220.5,Trading Economics
Official,Syrian Arab Republic,,SYP,25/09/2015,220.45,Trading Economics
Official,Syrian Arab Republic,,SYP,28/09/2015,220.4,Trading Economics
Official,Syrian Arab Republic,,SYP,29/09/2015,220.5,Trading Economics
Official,Syrian Arab Republic,,SYP,30/09/2015,220.4,Trading Economics
Official,Syrian Arab Republic,,SYP,01/10/2015,220.35,Trading Economics
Official,Syrian Arab Republic,,SYP,02/10/2015,220.25,Trading Economics
Official,Syrian Arab Republic,,SYP,05/10/2015,220.25,Trading Economics
Official,Syrian Arab Republic,,SYP,06/10/2015,220.55,Trading Economics
Official,Syrian Arab Republic,,SYP,07/10/2015,220.55,Trading Economics
Official,Syrian Arab Republic,,SYP,08/10/2015,220.8,Trading Economics
Official,Syrian Arab Republic,,SYP,09/10/2015,220.77,Trading Economics
